SL.no.,Key,Key_Pair,Flight_UD_s,Flight_DD_s,Dwell_Time_s,Is_Overlap,Session_WPM
735,a,d_a,0.0665843486785888,0.1336522102355957,0.1067469120025634,0,84.75
736,y,a_y,0.1351661682128906,0.0685818195343017,0.0789434909820556,1,84.75
737,h,START,0.0,0.0,0.0263195037841796,1,95.06
738,e,h_e,0.0306293964385986,0.0569489002227783,0.0922942161560058,0,95.06
739,l,e_l,0.0511353015899658,0.1434295177459716,0.0404729843139648,0,95.06
740,l,l_l,0.0721395015716552,0.1126124858856201,0.0536653995513916,0,95.06
741,o,l_o,0.1203789710998535,0.1740443706512451,0.0626695156097412,0,95.06
742,<space>,o_<space>,0.0724003314971923,0.1350698471069336,0.0742702484130859,0,95.06
743,i,<space>_i,0.0619029998779296,0.1361732482910156,0.0652706623077392,0,95.06
744,<space>,i_<space>,0.1090519428253173,0.1743226051330566,0.0554695129394531,0,95.06
745,a,<space>_a,0.0698068141937255,0.1252763271331787,0.0945024490356445,0,95.06
746,m,a_m,0.125281810760498,0.0554749965667724,0.0450255870819091,1,95.06
747,<space>,m_<space>,0.0836601257324218,0.128685712814331,0.0435705184936523,0,95.06
748,u,<space>_u,0.1260285377502441,0.1695990562438964,0.0695500373840332,0,95.06
749,s,u_s,0.0090677738189697,0.0786178112030029,0.0808053016662597,0,95.06
750,e,s_e,0.073488712310791,0.1542940139770507,0.0758459568023681,0,95.06
751,r,e_r,0.0653975009918212,0.1412434577941894,0.0916497707366943,0,95.06
752,<space>,r_<space>,0.1238863468170166,0.0584888458251953,0.070075511932373,1,95.06
753,1,<space>_1,0.0707788467407226,0.1408543586730957,0.0914251804351806,0,95.06
754,h,START,0.0,0.0,0.0010008811950683,1,98.19
755,e,h_e,0.0304512977600097,0.0314521789550781,0.1137380599975586,0,98.19
756,l,e_l,0.133897066116333,0.1034457683563232,0.0310609340667724,1,98.19
757,l,l_l,0.087658405303955,0.1187193393707275,0.0413212776184082,0,98.19
758,o,l_o,0.1801009178161621,0.2214221954345703,0.0478167533874511,0,98.19
759,<space>,o_<space>,0.0670342445373535,0.1148509979248046,0.0654590129852294,0,98.19
760,m,<space>_m,0.0287728309631347,0.0942318439483642,0.0736658573150634,0,98.19
761,y,m_y,0.0395886898040771,0.1132545471191406,0.0997872352600097,0,98.19
762,<space>,y_<space>,0.1317939758300781,0.0922052860260009,0.0675690174102783,1,98.19
763,n,<space>_n,0.0822269916534423,0.1497960090637207,0.0519847869873046,0,98.19
764,a,n_a,0.0400130748748779,0.0919978618621826,0.1001834869384765,0,98.19
765,m,a_m,0.1118347644805908,0.0718216896057128,0.057859182357788,1,98.19
766,e,m_e,0.0347175598144531,0.0925767421722412,0.0774612426757812,0,98.19
767,<space>,e_<space>,0.0784773826599121,0.0437598228454589,0.04984712600708,1,98.19
768,i,<space>_i,0.1121866703033447,0.1620337963104248,0.0485754013061523,0,98.19
769,s,i_s,0.0323007106781005,0.0808761119842529,0.0790791511535644,0,98.19
770,<space>,s_<space>,0.001936912536621,0.0810160636901855,0.0434846878051757,0,98.19
771,r,<space>_r,0.1147952079772949,0.1582798957824707,0.0658838748931884,0,98.19
772,i,r_i,0.0234410762786865,0.089324951171875,0.0523808002471923,0,98.19
773,s,i_s,0.0422124862670898,0.0945932865142822,0.0937922000885009,0,98.19
774,h,s_h,0.0903759002685546,0.0481634140014648,0.0537145137786865,1,98.19
775,i,h_i,0.0739398002624511,0.1276543140411377,0.0604228973388671,0,98.19
776,<space>,i_<space>,0.0811808109283447,0.1416037082672119,0.0505990982055664,0,98.19
777,k,<space>_k,0.0981955528259277,0.1487946510314941,0.0774621963500976,0,98.19
778,u,k_u,0.0780634880065918,0.1555256843566894,0.0361280441284179,0,98.19
779,m,u_m,0.1019797325134277,0.1381077766418457,0.0576999187469482,0,98.19
780,a,m_a,0.0131647586822509,0.0708646774291992,0.0668065547943115,0,98.19
781,r,a_r,0.071157693862915,0.1379642486572265,0.0662784576416015,0,98.19
782,<space>,r_<space>,0.0881266593933105,0.1544051170349121,0.0781466960906982,0,98.19
783,c,<space>_c,0.1007721424102783,0.1789188385009765,0.0519649982452392,0,98.19
784,n,a_n,0.1113138198852539,0.0259027481079101,0.0504875183105468,1,98.19
785,a,c_a,0.0854110717773437,0.137376070022583,0.0985355377197265,0,98.19
786,<space>,n_<space>,0.0433790683746337,0.1160118579864502,0.0587608814239501,0,98.19
787,y,<space>_y,0.1121578216552734,0.1709187030792236,0.0600745677947998,0,98.19
788,o,y_o,0.1193969249725341,0.1794714927673339,0.0465161800384521,0,98.19
789,u,o_u,0.0762290954589843,0.1227452754974365,0.0500390529632568,0,98.19
790,<space>,u_<space>,0.0977063179016113,0.1477453708648681,0.0618903636932373,0,98.19
791,t,<space>_t,0.0823645591735839,0.1442549228668213,0.0610823631286621,0,98.19
792,e,t_e,0.2014734745025634,0.2625558376312256,0.0747456550598144,0,98.19
793,l,e_l,0.0019795894622802,0.0767252445220947,0.045938491821289,0,98.19
794,l,l_l,0.057884931564331,0.1038234233856201,0.0620884895324707,0,98.19
795,<space>,l_<space>,0.0443580150604248,0.1064465045928955,0.0690395832061767,0,98.19
796,m,<space>_m,0.0264849662780761,0.0955245494842529,0.0623316764831543,0,98.19
797,e,m_e,0.0115919113159179,0.0739235877990722,0.0806419849395752,0,98.19
798,<space>,e_<space>,0.0080020427703857,0.0886440277099609,0.069659948348999,0,98.19
799,w,<space>_w,0.0323719978332519,0.1020319461822509,0.0975983142852783,0,98.19
800,h,w_h,0.0076706409454345,0.1052689552307128,0.0504710674285888,0,98.19
801,a,h_a,0.0379962921142578,0.0884673595428466,0.0637977123260498,0,98.19
802,t,a_t,0.0987286567687988,0.1625263690948486,0.0749287605285644,0,98.19
803,<space>,t_<space>,0.1423468589782714,0.0436182022094726,0.0614368915557861,1,98.19
804,u,<space>_u,0.1192462444305419,0.1806831359863281,0.0535259246826171,0,98.19
805,s,u_s,0.0121707916259765,0.0656967163085937,0.078620433807373,0,98.19
806,e,s_e,0.0845134258270263,0.1631338596343994,0.0638139247894287,0,98.19
807,r,e_r,0.0730042457580566,0.1368181705474853,0.0895750522613525,0,98.19
808,<space>,r_<space>,0.1350331306457519,0.0620288848876953,0.0464091300964355,1,98.19
809,i,<space>_i,0.1370189189910888,0.1834280490875244,0.0525641441345214,0,98.19
810,<space>,i_<space>,0.0993714332580566,0.1519355773925781,0.0552048683166503,0,98.19
811,a,<space>_a,0.0206689834594726,0.075873851776123,0.1178045272827148,0,98.19
812,m,a_m,0.0947566032409668,0.0740876197814941,0.0697016716003418,1,98.19
813,<shift_r>,m_<shift_r>,0.1925969123840332,0.262298583984375,0.1897552013397216,0,98.19
814,h,START,0.0,0.0,0.0020639896392822,1,73.28
815,e,h_e,0.0019690990447998,0.004033088684082,0.0766754150390625,0,73.28
816,l,e_l,0.0333147048950195,0.109990119934082,0.0502591133117675,0,73.28
817,l,l_l,0.0584347248077392,0.1086938381195068,0.0658545494079589,0,73.28
818,o,l_o,0.0660386085510253,0.1318931579589843,0.0682992935180664,0,73.28
819,<space>,o_<space>,0.0009076595306396,0.069206953048706,0.0889475345611572,0,73.28
820,i,<space>_i,0.0053575038909912,0.0943050384521484,0.0532772541046142,0,73.28
821,<space>,i_<space>,0.1057419776916503,0.1590192317962646,0.0449707508087158,0,73.28
822,a,<space>_a,0.0452849864959716,0.0902557373046875,0.1026873588562011,0,73.28
823,m,a_m,0.1084299087524414,0.0631449222564697,0.065713882446289,1,73.28
824,<space>,m_<space>,0.0641760826110839,0.129889965057373,0.0701360702514648,0,73.28
825,u,<space>_u,0.1178867816925048,0.1880228519439697,0.0639319419860839,0,73.28
826,s,u_s,0.0845179557800293,0.1484498977661132,0.0802826881408691,0,73.28
827,e,s_e,0.0797343254089355,0.1600170135498047,0.0695359706878662,0,73.28
828,r,e_r,0.0836000442504882,0.1531360149383545,0.0804221630096435,0,73.28
829,<space>,r_<space>,0.1582605838775634,0.238682746887207,0.1055991649627685,0,73.28
830,x,<space>_x,0.0814278125762939,0.1870269775390625,0.0887482166290283,0,73.28
831,<space>,x_<space>,0.0119993686676025,0.1007475852966308,0.069826602935791,0,73.28
832,r,<space>_r,0.1534862518310547,0.2233128547668457,0.0786426067352294,0,73.28
833,i,r_i,0.2220256328582763,0.0685393810272216,0.0644636154174804,1,73.28
834,s,i_s,0.059556245803833,0.1240198612213134,0.0760133266448974,0,73.28
835,h,s_h,0.0999679565429687,0.0404117107391357,0.0633449554443359,1,73.28
836,i,h_i,0.086869478225708,0.1502144336700439,0.0771577358245849,0,73.28
837,<space>,i_<space>,0.5657987594604492,0.6429564952850342,0.0605936050415039,0,73.28
838,w,<space>_w,0.4138836860656738,0.4744772911071777,0.0882089138031005,0,73.28
839,h,w_h,0.0174090862274169,0.1056180000305175,0.0618910789489746,0,73.28
840,a,h_a,0.0376276969909668,0.0995187759399414,0.0669269561767578,0,73.28
841,t,a_t,0.1060864925384521,0.1730134487152099,0.0680267810821533,0,73.28
842,<space>,t_<space>,0.1625006198883056,0.0564141273498535,0.0572791099548339,1,73.28
843,a,<space>_a,0.1674907207489013,0.2247698307037353,0.0943074226379394,0,73.28
844,m,a_m,0.2323470115661621,0.0648562908172607,0.0540199279785156,1,73.28
845,<space>,m_<space>,0.0674004554748535,0.1214203834533691,0.0580537319183349,0,73.28
846,i,<space>_i,0.1222784519195556,0.1803321838378906,0.058093786239624,0,73.28
847,<shift_r>,i_<shift_r>,0.139847993850708,0.197941780090332,0.0375490188598632,0,73.28
848,@,<shift_r>_@,0.0,0.0961992740631103,0.0737812519073486,1,76.03
849,<shift_r>,START,0.0,0.0,0.2189068794250488,1,76.03
850,<space>,@_<space>,0.1252632141113281,0.2479708194732666,0.0658819675445556,0,76.03
851,w,<space>_w,0.0460031032562255,0.1118850708007812,0.0862109661102294,0,76.03
852,h,w_h,0.128242015838623,0.0822389125823974,0.0481362342834472,1,76.03
853,o,h_o,0.1035733222961425,0.1517095565795898,0.0480120182037353,0,76.03
854,<space>,o_<space>,0.1008374691009521,0.1488494873046875,0.0493886470794677,0,76.03
855,a,<space>_a,0.1228601932525634,0.0220227241516113,0.0718324184417724,1,76.03
856,r,a_r,0.0820057392120361,0.1538381576538086,0.0558493137359619,0,76.03
857,e,r_e,0.0650601387023925,0.1209094524383544,0.0887892246246337,0,76.03
858,<space>,e_<space>,0.1004576683044433,0.0353975296020507,0.0666570663452148,1,76.03
859,y,<space>_y,0.1188032627105712,0.1854603290557861,0.053797960281372,0,76.03
860,o,y_o,0.1141221523284912,0.1679201126098632,0.0454533100128173,0,76.03
861,u,o_u,0.0637874603271484,0.1092407703399658,0.0704092979431152,0,76.03
862,<space>,u_<space>,0.1159839630126953,0.0521965026855468,0.0901710987091064,1,76.03
863,r,<space>_r,0.1037187576293945,0.1938898563385009,0.08026123046875,0,76.03
864,u,r_u,0.0122621059417724,0.0925233364105224,0.0117692947387695,0,76.03
865,h,u_h,0.511164665222168,0.5229339599609375,0.0768606662750244,0,76.03
866,h,START,0.0,0.0,0.0019736289978027,1,102.48
867,e,h_e,0.0120337009429931,0.0140073299407958,0.0923006534576416,0,102.48
868,l,e_l,0.0341105461120605,0.1264111995697021,0.041588544845581,0,102.48
869,l,l_l,0.0704772472381591,0.1120657920837402,0.0633296966552734,0,102.48
870,o,l_o,0.0922536849975586,0.155583381652832,0.067850112915039,0,102.48
871,<space>,o_<space>,0.0257606506347656,0.0936107635498046,0.0567960739135742,0,102.48
872,i,<space>_i,0.0428674221038818,0.099663496017456,0.0472452640533447,0,102.48
873,<space>,i_<space>,0.1197566986083984,0.1670019626617431,0.0621883869171142,0,102.48
874,a,<space>_a,0.0619962215423584,0.1241846084594726,0.0839381217956543,0,102.48
875,m,a_m,0.1122896671295166,0.0502934455871582,0.0416781902313232,1,102.48
876,<space>,m_<space>,0.0804598331451416,0.1221380233764648,0.0536119937896728,0,102.48
877,u,<space>_u,0.1195528507232666,0.1731648445129394,0.0656263828277587,0,102.48
878,s,u_s,0.1699986457824707,0.0504457950592041,0.0834505558013916,1,102.48
879,e,s_e,0.0780797004699707,0.1615302562713623,0.0683732032775878,0,102.48
880,r,e_r,0.0620419979095459,0.1304152011871338,0.0980973243713378,0,102.48
881,<space>,r_<space>,0.1491434574127197,0.0871014595031738,0.0635135173797607,1,102.48
882,1,<space>_1,0.0786705017089843,0.1421840190887451,0.0863597393035888,0,102.48
883,<caps_lock>,START,0.0,0.0,0.0489668846130371,1,88.19
884,u,<caps_lock>_u,0.0064795017242431,0.0554463863372802,0.0705940723419189,0,88.19
885,<caps_lock>,u_<caps_lock>,0.064037799835205,0.0575582981109619,0.1716532707214355,1,88.19
886,s,<caps_lock>_s,0.1216115951538086,0.1346473693847656,0.0978782176971435,0,88.19
887,e,s_e,0.2419092655181884,0.339787483215332,0.0739057064056396,0,88.19
888,r,e_r,0.0659177303314209,0.1398234367370605,0.0839195251464843,0,88.19
889,<space>,r_<space>,0.0278329849243164,0.1117525100708007,0.0659945011138916,0,88.19
890,x,<space>_x,0.1361908912658691,0.2021853923797607,0.1107411384582519,0,88.19
891,<space>,x_<space>,0.2221908569335937,0.0859999656677246,0.0908610820770263,1,88.19
892,i,<space>_i,0.1200356483459472,0.2108967304229736,0.0652008056640625,0,88.19
893,s,i_s,0.1089389324188232,0.1741397380828857,0.09562349319458,0,88.19
894,<space>,s_<space>,0.1815645694732666,0.0726256370544433,0.0602662563323974,1,88.19
895,t,<space>_t,0.1908795833587646,0.2511458396911621,0.0656609535217285,0,88.19
896,y,t_y,0.1058924198150634,0.171553373336792,0.0784659385681152,0,88.19
897,p,y_p,0.0052630901336669,0.0837290287017822,0.0669736862182617,0,88.19
898,i,p_i,0.1170978546142578,0.1840715408325195,0.0452268123626709,0,88.19
899,n,i_n,0.0808446407318115,0.1260714530944824,0.053905963897705,0,88.19
900,g,n_g,0.0263590812683105,0.0802650451660156,0.0657596588134765,0,88.19
901,<space>,g_<space>,0.0854785442352294,0.0591194629669189,0.0448188781738281,1,88.19
902,c,<space>_c,0.0719468593597412,0.1167657375335693,0.1042006015777587,0,88.19
903,u,c_u,0.1699874401092529,0.0980405807495117,0.0576522350311279,1,88.19
904,e,u_e,0.0747826099395752,0.1324348449707031,0.0437242984771728,0,88.19
905,r,e_r,0.0757827758789062,0.001000165939331,0.0646684169769287,1,88.19
906,r,r_r,0.083895206451416,0.1485636234283447,0.0740144252777099,0,88.19
907,e,r_e,0.0661036968231201,0.14011812210083,0.096158742904663,0,88.19
908,n,e_n,0.1386013031005859,0.0724976062774658,0.0669968128204345,1,88.19
909,t,n_t,0.0502598285675048,0.1172566413879394,0.0865271091461181,0,88.19
910,l,t_l,0.005141258239746,0.0916683673858642,0.0666680335998535,0,88.19
911,y,l_y,0.0161633491516113,0.0828313827514648,0.0782265663146972,0,88.19
912,<space>,y_<space>,0.1396815776824951,0.2179081439971923,0.0697827339172363,0,88.19
913,g,<space>_g,0.1196358203887939,0.1894185543060302,0.0640783309936523,0,88.19
914,u,g_u,0.0800893306732177,0.1441676616668701,0.0799288749694824,0,88.19
915,e,u_e,0.1458218097686767,0.0657324790954589,0.0561189651489257,1,88.19
916,s,e_s,0.0801801681518554,0.1362991333007812,0.0500333309173584,0,88.19
917,t,START_t,0.0,0.0,0.148,0,57.78
918,h,t_h,0.002,0.15,0.0,1,57.78
919,e,t_e,0.104,0.102,0.132,0,57.78
920, ,e_ ,0.003,0.135,0.108,1,57.78
921,s, _s,0.031,0.139,0.179,1,57.78
922,m,s_m,0.003,0.182,0.0,1,57.78
923,a,s_a,0.103,0.1,0.129,0,57.78
924,l,a_l,0.053,0.182,0.077,1,57.78
925,l,l_l,0.08,0.157,0.0,1,57.78
926,e,l_e,0.159,0.079,0.13,0,57.78
927,s,l_s,0.028,0.079,0.134,1,57.78
928,t,s_t,0.049,0.183,0.097,1,57.78
929, ,t_ ,0.016,0.113,0.153,1,57.78
930,d, _d,0.013,0.166,0.0,1,57.78
931,e, _e,0.125,0.112,0.153,0,57.78
932,t,d_t,0.112,0.153,0.093,1,57.78
933,a,t_a,0.145,0.238,0.0,1,57.78
934,i,t_i,0.208,0.063,0.072,0,57.78
935,l,i_l,0.151,0.223,0.0,1,57.78
936,s,i_s,0.254,0.103,0.122,0,57.78
937, ,s_ ,0.469,0.591,0.191,1,57.78
938,d, _d,0.088,0.279,0.0,1,57.78
939,e, _e,0.211,0.123,0.151,0,57.78
940,f,d_f,0.106,0.134,0.162,1,57.78
941,i,e_i,0.099,0.127,0.056,1,57.78
942,n,i_n,0.153,0.209,0.0,1,57.78
943,e,i_e,0.263,0.11,0.077,0,57.78
944, ,e_ ,0.002,0.079,0.0,1,57.78
945,t,e_t,0.09,0.088,0.14,0,57.78
946,h, _h,0.038,0.09,0.085,1,57.78
947, ,h_ ,0.156,0.241,0.147,1,57.78
948,Backspace, _Backspace,0.196,0.343,0.0,1,57.78
949,e, _e,0.299,0.103,0.169,0,57.78
950, ,Backspace_ ,0.006,0.072,0.115,1,57.78
951,s, _s,0.014,0.129,0.12,1,57.78
952,t,s_t,0.101,0.221,0.0,1,57.78
953,r,s_r,0.258,0.157,0.048,0,57.78
954,o,r_o,0.797,0.845,0.103,1,57.78
955,n,o_n,0.114,0.217,0.0,1,57.78
956,g,o_g,0.198,0.084,0.077,0,57.78
957,e,g_e,0.135,0.212,0.0,1,57.78
958,s,g_s,0.229,0.094,0.163,0,57.78
959,t,s_t,0.046,0.209,0.067,1,57.78
960, ,t_ ,0.014,0.081,0.0,1,57.78
961,l,t_l,0.17,0.156,0.104,0,57.78
962,o,l_o,0.085,0.189,0.085,1,57.78
963,c,o_c,0.003,0.088,0.0,1,57.78
964,k,o_k,0.114,0.111,0.131,0,57.78
965,s,c_s,0.085,0.105,0.136,1,57.78
966,p,START_p,0.0,0.0,0.111,0,47.7
967,r,p_r,0.002,0.113,0.0,1,47.7
968,e,p_e,0.074,0.072,0.113,0,47.7
969,c,e_c,0.18,0.293,0.054,1,47.7
970,i,c_i,0.097,0.151,0.131,1,47.7
971,s,i_s,0.002,0.133,0.0,1,47.7
972,i,i_i,0.109,0.107,0.09,0,47.7
973,o,i_o,0.082,0.172,0.075,1,47.7
974,n,o_n,0.139,0.214,0.147,1,47.7
975, ,n_ ,0.107,0.254,0.127,1,47.7
976,c, _c,0.093,0.22,0.113,1,47.7
977,r,c_r,0.133,0.246,0.111,1,47.7
978,e,r_e,0.091,0.202,0.0,1,47.7
979,a,r_a,0.18,0.089,0.132,0,47.7
980,t,a_t,0.099,0.231,0.0,1,47.7
981,e,a_e,0.198,0.099,0.126,0,47.7
982,s,e_s,0.125,0.251,0.142,1,47.7
983, ,s_ ,0.295,0.437,0.0,1,47.7
984,i,s_i,0.48,0.185,0.078,0,47.7
985,d,i_d,0.026,0.104,0.0,1,47.7
986,e,i_e,0.076,0.05,0.13,0,47.7
987,n,e_n,0.003,0.133,0.088,1,47.7
988,i,n_i,0.113,0.201,0.0,1,47.7
989,t,n_t,0.205,0.092,0.089,0,47.7
990,Backspace,t_Backspace,0.146,0.235,0.058,1,47.7
991,Backspace,Backspace_Backspace,0.075,0.133,0.116,1,47.7
992,t,Backspace_t,0.029,0.145,0.119,1,47.7
993,i,t_i,0.143,0.262,0.115,1,47.7
994,t,i_t,0.001,0.116,0.0,1,47.7
995,y,i_y,0.122,0.121,0.135,0,47.7
996, ,t_ ,0.097,0.111,0.116,1,47.7
997,o, _o,0.074,0.19,0.152,1,47.7
998,v,o_v,0.003,0.155,0.146,1,47.7
999,e,v_e,0.013,0.159,0.0,1,47.7
1000,r,v_r,0.171,0.158,0.092,0,47.7
1001, ,r_ ,0.014,0.106,0.148,1,47.7
1002,t, _t,0.003,0.151,0.0,1,47.7
1003,i, _i,0.069,0.066,0.065,0,47.7
1004,e,i_e,0.175,0.24,0.0,1,47.7
1005,m,i_m,0.225,0.05,0.098,0,47.7
1006,Backspace,m_Backspace,0.243,0.341,0.09,1,47.7
1007,Backspace,Backspace_Backspace,0.076,0.166,0.083,1,47.7
1008,n,Backspace_n,0.15,0.233,0.016,1,47.7
1009,Backspace,n_Backspace,0.266,0.282,0.09,1,47.7
1010,m,Backspace_m,0.092,0.182,0.104,1,47.7
1011,e,m_e,0.002,0.106,0.088,1,47.7
1012,s,START_s,0.0,0.0,0.0,0,64.4
1013,e,START_e,0.0,0.121,0.131,0,64.4
1014,c,e_c,0.115,0.246,0.0,1,64.4
1015,u,e_u,0.249,0.134,0.107,0,64.4
1016,r,u_r,0.04,0.147,0.0,1,64.4
1017,i,u_i,0.128,0.088,0.128,0,64.4
1018,t,i_t,0.046,0.174,0.0,1,64.4
1019,y,i_y,0.15,0.104,0.141,0,64.4
1020, ,t_ ,0.028,0.065,0.157,1,64.4
1021,s, _s,0.129,0.286,0.111,1,64.4
1022,h,s_h,0.026,0.137,0.106,1,64.4
1023,o,h_o,0.12,0.226,0.102,1,64.4
1024,u,o_u,0.097,0.199,0.073,1,64.4
1025,l,u_l,0.117,0.19,0.0,1,64.4
1026,d,u_d,0.248,0.131,0.058,0,64.4
1027, ,d_ ,0.035,0.093,0.0,1,64.4
1028,f,d_f,0.123,0.088,0.167,0,64.4
1029,e, _e,0.002,0.081,0.097,1,64.4
1030,e,e_e,0.064,0.161,0.0,1,64.4
1031,l,e_l,0.166,0.102,0.123,0,64.4
1032, ,e_ ,0.059,0.08,0.137,1,64.4
1033,i, _i,0.011,0.148,0.082,1,64.4
1034,n,i_n,0.111,0.193,0.101,1,64.4
1035,v,n_v,0.002,0.103,0.084,1,64.4
1036,i,v_i,0.022,0.106,0.107,1,64.4
1037,s,i_s,0.003,0.11,0.12,1,64.4
1038,i,s_i,0.011,0.131,0.129,1,64.4
1039,b,i_b,0.045,0.174,0.111,1,64.4
1040,l,b_l,0.011,0.122,0.0,1,64.4
1041,e,b_e,0.137,0.126,0.157,0,64.4
1042,b,START_b,0.0,0.0,0.104,0,20.13
1043,e,b_e,0.003,0.107,0.0,1,20.13
1044,h,b_h,0.129,0.126,0.102,0,20.13
1045,a,h_a,0.002,0.104,0.107,1,20.13
1046,v,a_v,0.18,0.287,0.0,1,20.13
1047,i,a_i,0.297,0.117,0.087,0,20.13
1048,o,i_o,0.097,0.184,0.0,1,20.13
1049,r,i_r,0.162,0.065,0.175,0,20.13
1050, ,r_ ,0.129,0.304,0.145,1,20.13
1051,i, _i,0.136,0.281,0.0,1,20.13
1052,s, _s,0.251,0.115,0.137,0,20.13
1053, ,i_ ,0.089,0.111,0.167,1,20.13
1054,h, _h,0.014,0.181,0.113,1,20.13
1055,a,h_a,0.003,0.116,0.151,1,20.13
1056,r,a_r,0.022,0.173,0.108,1,20.13
1057,d,r_d,0.149,0.257,0.103,1,20.13
1058,e,d_e,0.042,0.145,0.0,1,20.13
1059,r,d_r,0.161,0.119,0.208,0,20.13
1060, ,e_ ,0.048,0.137,0.153,1,20.13
1061,t,r_t,0.112,0.128,0.145,1,20.13
1062,o, _o,0.043,0.06,0.125,1,20.13
1063, ,t_ ,0.019,0.084,0.122,1,20.13
1064,f,o_f,0.058,0.096,0.097,1,20.13
1065,a,f_a,0.111,0.208,0.0,1,20.13
1066,k,f_k,0.228,0.117,0.139,0,20.13
1067,e,a_e,0.055,0.077,0.163,1,20.13
1068, ,e_ ,0.038,0.201,0.132,1,20.13
1069,t, _t,0.083,0.215,0.117,1,20.13
1070,h,t_h,0.003,0.12,0.138,1,20.13
1071,a,h_a,0.314,0.452,0.0,1,20.13
1072,n,h_n,0.41,0.096,0.148,0,20.13
1073, ,a_ ,0.016,0.068,0.108,1,20.13
1074,p, _p,14.056,14.164,0.0,1,20.13
1075,a, _a,14.146,0.09,0.16,0,20.13
1076,s,p_s,0.002,0.072,0.128,1,20.13
1077,s,s_s,0.065,0.193,0.107,1,20.13
1078,w,s_w,0.078,0.185,0.0,1,20.13
1079,o,s_o,0.227,0.149,0.162,0,20.13
1080,r,w_r,0.044,0.057,0.08,1,20.13
1081,d,r_d,0.116,0.196,0.0,1,20.13
1082,s,r_s,0.202,0.086,0.153,0,20.13
1083,a,START_a,0.0,0.0,0.116,0,58.09
1084,u,a_u,0.08,0.196,0.094,1,58.09
1085,t,u_t,0.062,0.156,0.0,1,58.09
1086,h,u_h,0.171,0.109,0.152,0,58.09
1087, ,t_ ,0.037,0.08,0.113,1,58.09
1088,b, _b,0.125,0.238,0.105,1,58.09
1089,e,b_e,0.002,0.107,0.119,1,58.09
1090,g,e_g,0.079,0.198,0.0,1,58.09
1091,i,e_i,0.196,0.117,0.058,0,58.09
1092,n,i_n,0.117,0.175,0.132,1,58.09
1093,s,n_s,0.002,0.134,0.107,1,58.09
1094, ,s_ ,0.069,0.176,0.0,1,58.09
1095,w,s_w,0.187,0.118,0.136,0,58.09
1096,i, _i,0.066,0.084,0.125,1,58.09
1097,t,i_t,0.024,0.149,0.0,1,58.09
1098,h,i_h,0.126,0.102,0.149,0,58.09
1099, ,t_ ,0.06,0.107,0.118,1,58.09
1100,m, _m,0.029,0.147,0.077,1,58.09
1101,o,m_o,0.095,0.172,0.0,1,58.09
1102,v,m_v,0.195,0.1,0.114,0,58.09
1103,m,v_m,0.046,0.16,0.0,1,58.09
1104,e,v_e,0.154,0.108,0.09,0,58.09
1105,Backspace,e_Backspace,0.105,0.195,0.091,1,58.09
1106,Backspace,Backspace_Backspace,0.075,0.166,0.081,1,58.09
1107,e,Backspace_e,0.002,0.083,0.112,1,58.09
1108,m,e_m,0.014,0.126,0.0,1,58.09
1109,e,e_e,0.099,0.085,0.103,0,58.09
1110,n,m_n,0.093,0.111,0.128,1,58.09
1111,t,e_t,0.074,0.091,0.12,1,58.09
1112,s,START_s,0.0,0.0,0.0,0,55.27
1113,e,START_e,0.0,0.117,0.138,0,55.27
1114,c,e_c,0.103,0.241,0.0,1,55.27
1115,u,e_u,0.198,0.095,0.102,0,55.27
1116,r,u_r,0.055,0.157,0.0,1,55.27
1117,e,u_e,0.15,0.095,0.181,0,55.27
1118, ,r_ ,0.004,0.09,0.113,1,55.27
1119,s, _s,0.011,0.124,0.0,1,55.27
1120,y, _y,0.09,0.079,0.068,0,55.27
1121,s,y_s,0.016,0.084,0.123,1,55.27
1122,t,s_t,0.002,0.125,0.085,1,55.27
1123,e,t_e,0.073,0.158,0.0,1,55.27
1124,m,t_m,0.154,0.081,0.113,0,55.27
1125,s,m_s,0.018,0.131,0.129,1,55.27
1126,n,s_n,0.349,0.478,0.107,1,55.27
1127,r,n_r,0.003,0.11,0.0,1,55.27
1128,e,n_e,0.1,0.097,0.127,0,55.27
1129,Backspace,e_Backspace,0.277,0.404,0.076,1,55.27
1130,Backspace,Backspace_Backspace,0.085,0.161,0.0,1,55.27
1131, ,Backspace_ ,0.199,0.114,0.057,0,55.27
1132,Backspace, _Backspace,0.088,0.145,0.116,1,55.27
1133,Backspace,Backspace_Backspace,0.063,0.179,0.0,1,55.27
1134, ,Backspace_ ,0.142,0.079,0.137,0,55.27
1135,r,Backspace_r,0.029,0.087,0.159,1,55.27
1136,e, _e,0.002,0.074,0.101,1,55.27
1137,d,e_d,0.09,0.191,0.092,1,55.27
1138,u,d_u,0.013,0.105,0.132,1,55.27
1139,c,u_c,0.002,0.134,0.0,1,55.27
1140,e,u_e,0.141,0.139,0.218,0,55.27
1141, ,c_ ,0.003,0.082,0.159,1,55.27
1142,f, _f,0.012,0.171,0.108,1,55.27
1143,r,f_r,0.099,0.207,0.096,1,55.27
1144,i,r_i,0.022,0.118,0.0,1,55.27
1145,c,r_c,0.111,0.089,0.116,0,55.27
1146,t,c_t,0.134,0.25,0.0,1,55.27
1147,i,c_i,0.171,0.037,0.125,0,55.27
1148,o,t_o,0.063,0.151,0.069,1,55.27
1149,n,o_n,0.1,0.169,0.087,1,55.27
